size,rep,src,algo,time_sec,co2_kg,nodes,edges
500,4,139,classic,0.017779371999495197,3.5303818000462524e-08,500,2499
500,4,113,classic,0.01467145200149389,2.9132540298834407e-08,500,2499
500,4,335,classic,0.012279603999559185,2.438313933307081e-08,500,2499
500,4,318,classic,0.012134680000599474,2.4095369299161955e-08,500,2499
500,4,437,minheap,0.009496176999164163,3.736438306855755e-08,500,2499
500,4,139,minheap,0.0072488469995732885,2.852186686508266e-08,500,2499
500,4,113,minheap,0.007342483000684297,2.8890294224306015e-08,500,2499
500,4,335,minheap,0.006095149999964633,2.3982442563890977e-08,500,2499
500,4,318,minheap,0.007317339001019718,2.8791360723442908e-08,500,2499
500,4,437,networkx,0.004401782000059029,3.29554894209102e-08,500,2499
500,4,139,networkx,0.0036497600012808107,2.7325212177581254e-08,500,2499
500,4,113,networkx,0.0037870400010433514,2.83530071887418e-08,500,2499
500,4,335,networkx,0.003833766000752803,2.8702837823036193e-08,500,2499
500,4,318,networkx,0.00334044600094785,2.5009424102302742e-08,500,2499
500,5,319,classic,0.020667995000621886,4.134735304699998e-08,500,2545
500,5,431,classic,0.01700998199885362,3.402931590648017e-08,500,2545
500,5,496,classic,0.015787184000146226,3.158304762761721e-08,500,2545
500,5,220,classic,0.013978085000417195,2.7963855004601773e-08,500,2545
500,5,188,classic,0.012036912999974447,2.4080443767815498e-08,500,2545
500,5,319,minheap,0.008431238000412122,1.3875276606813185e-09,500,2545
500,5,431,minheap,0.00784635200034245,1.2912730533031069e-09,500,2545
500,5,496,minheap,0.006680718001007335,1.0994448287613488e-09,500,2545
500,5,220,minheap,0.006192155999087845,1.0190422483113607e-09,500,2545
500,5,188,minheap,0.006633397999394219,1.0916573827020068e-09,500,2545
500,5,319,networkx,0.006866927998999017,4.459802007304072e-08,500,2545
500,5,431,networkx,0.004282473999410286,2.7812998973604387e-08,500,2545
500,5,496,networkx,0.0035677780015248572,2.3171327113281632e-08,500,2545
500,5,220,networkx,0.003761621999728959,2.4430268305646714e-08,500,2545
500,5,188,networkx,0.003793582000071183,2.4637836047292562e-08,500,2545
500,6,53,classic,0.02271375599957537,3.823679913272146e-08,500,2439
500,6,338,classic,0.01980059499874187,3.333272461364013e-08,500,2439
500,6,90,classic,0.019163241000569542,3.225978992133262e-08,500,2439
500,6,105,classic,0.01791866200073855,3.016464030265085e-08,500,2439
500,6,437,classic,0.01771989400003804,2.983003020483435e-08,500,2439
500,6,53,minheap,0.010323626000172226,4.110932323948541e-08,500,2439
500,6,338,minheap,0.006883254000058514,2.7409547151666066e-08,500,2439
500,6,90,minheap,0.007792656000674469,3.103084269233485e-08,500,2439
500,6,105,minheap,0.006218698999873595,2.4763247652578986e-08,500,2439
500,6,437,minheap,0.005859098000655649,2.3331294023704224e-08,500,2439
500,6,53,networkx,0.0044599159991776105,3.794786518360923e-08,500,2439
500,6,338,networkx,0.003006117000040831,2.5577998030622185e-08,500,2439
500,6,90,networkx,0.002689009999812697,2.2879845487916247e-08,500,2439
500,6,105,networkx,0.0031011989995022304,2.6387017504893565e-08,500,2439
500,6,437,networkx,0.003406539000934572,2.8985048770875735e-08,500,2439
500,7,294,classic,0.020103076998566394,4.1273296001688564e-08,500,2580
500,7,67,classic,0.016358122000383446,3.3584590627678884e-08,500,2580
500,7,314,classic,0.014913021999745979,3.061767963775411e-08,500,2580
500,7,467,classic,0.012860013001045445,2.6402680704827572e-08,500,2580
500,7,163,classic,0.013021917000514804,2.6735083137272748e-08,500,2580
500,7,294,minheap,0.011344322998411371,4.320120789335369e-08,500,2580
500,7,67,minheap,0.007964032000018051,3.032845610533849e-08,500,2580
500,7,314,minheap,0.006441423000069335,2.4530089119817427e-08,500,2580
500,7,467,minheap,0.006748046000211616,2.5697764262343386e-08,500,2580
500,7,163,minheap,0.006375926999680814,2.4280668653795444e-08,500,2580
500,7,294,networkx,0.005912152000746573,3.661599399701453e-08,500,2580
500,7,67,networkx,0.005939504999332712,3.6785400539996504e-08,500,2580
500,7,314,networkx,0.0041882999994413694,2.593958470923538e-08,500,2580
500,7,467,networkx,0.0032663050005794503,2.0229352066478165e-08,500,2580
500,7,163,networkx,0.0039017549988784594,2.4164912809872656e-08,500,2580
500,8,199,classic,0.023544581001260667,4.5308044703603825e-08,500,2481
500,8,215,classic,0.018942172999231843,3.645139495099279e-08,500,2481
500,8,396,classic,0.01610542599883047,3.099249721566602e-08,500,2481
500,8,164,classic,0.012465726998925675,2.398843776833422e-08,500,2481
500,8,102,classic,0.012095301999579533,2.3275609944861428e-08,500,2481
500,8,199,minheap,0.009217287000865326,3.516264563919678e-08,500,2481
500,8,215,minheap,0.009082767999643693,3.464947468431051e-08,500,2481
500,8,396,minheap,0.006561765001606545,2.5032204975012003e-08,500,2481
500,8,164,minheap,0.006803689000662416,2.595511079856077e-08,500,2481
500,8,102,minheap,0.007083276999765076,2.702169945273807e-08,500,2481
500,8,199,networkx,0.004254174000379862,3.055303120276347e-08,500,2481
500,8,215,networkx,0.004710670000349637,3.383153756610636e-08,500,2481
500,8,396,networkx,0.00426759000038146,3.064938350678971e-08,500,2481
500,8,164,networkx,0.0034469389993319055,2.4755554143108936e-08,500,2481
500,8,102,networkx,0.0031950989996403223,2.2946865695482246e-08,500,2481
500,9,12,classic,0.020811758000490954,4.2011409271625585e-08,500,2486
500,9,330,classic,0.01605710299918428,3.241348115807727e-08,500,2486
500,9,216,classic,0.016741510000429116,3.379505126075598e-08,500,2486
500,9,479,classic,0.012900492998596746,2.6041427694719643e-08,500,2486
500,9,181,classic,0.012234416000865167,2.469685923695376e-08,500,2486
500,9,12,minheap,0.009445951000088826,3.805339778322984e-08,500,2486
500,9,330,minheap,0.006996471000093152,2.8185567979642602e-08,500,2486
500,9,216,minheap,0.007306950999918627,2.9436349286573456e-08,500,2486
500,9,479,minheap,0.007073662000038894,2.8496535062384507e-08,500,2486
500,9,181,minheap,0.005791704999865033,2.3332119148290387e-08,500,2486
500,9,12,networkx,0.006886312999995425,3.8034723262240504e-08,500,2486
500,9,330,networkx,0.006372354999257368,3.519601257242734e-08,500,2486
500,9,216,networkx,0.004533589999482501,2.504008182824286e-08,500,2486
500,9,479,networkx,0.0038031229996704496,2.100554111101596e-08,500,2486
500,9,181,networkx,0.0045878820001235,2.5339949292840407e-08,500,2486
500,10,371,classic,0.02425737499834213,4.5958741435340877e-08,500,2487
500,10,350,classic,0.01903990699975111,3.607357196787795e-08,500,2487
500,10,327,classic,0.016560252999624936,3.1375546025306e-08,500,2487
500,10,427,classic,0.012885574000392808,2.4413390309976998e-08,500,2487
500,10,329,classic,0.012085025999112986,2.2896648345938728e-08,500,2487
500,10,371,minheap,0.008445110001048306,3.4253100310021736e-08,500,2487
500,10,350,minheap,0.008165469998857589,3.311888926427522e-08,500,2487
500,10,327,minheap,0.007074179000483127,2.8692647328989106e-08,500,2487
500,10,427,minheap,0.0058898160004901,2.3888908285068585e-08,500,2487
500,10,329,minheap,0.00671952499942563,2.725418186529887e-08,500,2487
500,10,371,networkx,0.005594358000962529,3.844115284457142e-08,500,2487
500,10,350,networkx,0.003731386001163628,2.5639899979255172e-08,500,2487
500,10,327,networkx,0.003838354999970761,2.6374928311740917e-08,500,2487
500,10,427,networkx,0.003902263999407296,2.6814073538961054e-08,500,2487
